ID_Cliente	Edad	Género	Nivel_Ingresos	Estado_Civil	Tarjeta_Fidelidad
756	46	M	Bajo	Casado	Sí
757	43	F	Medio	Viudo	Sí
758	47	M	Bajo	Viudo	No
759	56	M	Bajo	Casado	No
760	46	M	Bajo	Divorciado	Sí
761	50	F	Medio	Casado	No
762	56	M	Bajo	Casado	Sí
763	37	F	Medio	Casado	Sí
764	57	M	Bajo	Casado	Sí
765	24	M	Bajo	Soltero	Sí
766	41	F	Alto	Divorciado	Sí
767	40	M	Medio	Casado	No
768	25	M	Alto	Divorciado	Sí
769	36	F	Bajo	Divorciado	No
770	65	F	Bajo	Divorciado	Sí
771	34	F	Bajo	Divorciado	Sí
772	24	M	Medio	Soltero	Sí
773	62	F	Medio	Casado	Sí
774	56	M	Medio	Viudo	Sí
775	53	M	Medio	Casado	Sí
776	55	M	Medio	Casado	Sí
777	55	M	Alto	Divorciado	Sí
778	56	F	Alto	Viudo	Sí
779	40	M	Bajo	Casado	No
780	59	F	Medio	Casado	Sí
781	22	F	Medio	Soltero	Sí
782	46	M	Medio	Soltero	Sí
783	46	F	Medio	Soltero	No
784	29	M	Bajo	Soltero	No
785	18	F	Bajo	Soltero	No
786	53	M	Medio	Viudo	No
787	49	F	Medio	Casado	Sí
788	56	F	Alto	Viudo	Sí
789	42	F	Medio	Viudo	Sí
790	55	F	Medio	Casado	No
791	33	F	Medio	Soltero	Sí
792	18	M	Medio	Casado	Sí
793	64	M	Medio	Casado	Sí
794	46	M	Medio	Casado	Sí
795	40	M	Medio	Casado	Sí
796	43	M	Alto	Divorciado	Sí
797	52	F	Bajo	Casado	Sí
798	51	F	Medio	Viudo	No
799	45	F	Bajo	Casado	No
800	40	F	Bajo	Casado	No
801	18	M	Medio	Soltero	No
802	42	M	Medio	Soltero	Sí
803	42	M	Medio	Divorciado	Sí
804	41	M	Medio	Divorciado	No
805	20	F	Medio	Soltero	Sí
806	30	M	Alto	Divorciado	No
807	47	F	Medio	Casado	No
808	23	F	Alto	Soltero	Sí
809	44	F	Medio	Casado	No
810	55	F	Alto	Divorciado	Sí
811	24	M	Bajo	Soltero	Sí
812	50	F	Alto	Soltero	Sí
813	50	M	Medio	Casado	Sí
814	67	M	Bajo	Divorciado	Sí
815	38	F	Medio	Casado	No
816	33	F	Medio	Soltero	Sí
817	71	F	Bajo	Soltero	Sí
818	35	M	Medio	Casado	Sí
819	64	M	Medio	Viudo	No
820	59	F	Medio	Divorciado	Sí
821	45	M	Bajo	Casado	No
822	18	F	Medio	Soltero	Sí
823	78	M	Bajo	Soltero	No
824	54	F	Alto	Casado	Sí
825	66	M	Bajo	Soltero	Sí
826	55	F	Medio	Divorciado	No
827	53	M	Alto	Viudo	Sí
828	42	M	Bajo	Soltero	No
829	32	M	Bajo	Casado	Sí
830	50	M	Medio	Divorciado	No
831	40	F	Bajo	Soltero	No
832	54	M	Bajo	Casado	No
833	38	F	Medio	Casado	Sí
834	38	F	Medio	Soltero	No
835	43	M	Bajo	Divorciado	No
836	46	F	Bajo	Viudo	No
837	46	F	Alto	Casado	No
838	31	M	Medio	Divorciado	Sí
839	48	M	Bajo	Casado	No
840	54	M	Alto	Casado	No
841	39	M	Bajo	Divorciado	No
842	40	M	Medio	Viudo	Sí
843	57	F	Medio	Divorciado	No
844	50	M	Bajo	Soltero	Sí
845	33	F	Alto	Divorciado	No
846	57	M	Medio	Viudo	Sí
847	18	F	Medio	Casado	Sí
848	46	F	Bajo	Divorciado	No
849	26	M	Medio	Divorciado	No
850	44	M	Bajo	Casado	Sí
851	21	F	Bajo	Soltero	Sí
852	72	M	Alto	Divorciado	Sí
853	38	F	Bajo	Divorciado	Sí
854	64	F	Alto	Divorciado	Sí
855	18	M	Bajo	Soltero	Sí
856	23	M	Medio	Soltero	Sí
857	38	M	Alto	Casado	Sí
858	18	F	Medio	Soltero	Sí
859	63	F	Medio	Soltero	No
860	44	F	Bajo	Soltero	Sí
861	30	F	Medio	Casado	Sí
862	65	M	Bajo	Divorciado	Sí
863	22	F	Medio	Soltero	Sí
864	34	M	Medio	Divorciado	Sí
865	59	M	Bajo	Divorciado	No
866	72	F	Medio	Casado	Sí
867	61	F	Bajo	Viudo	No
868	62	F	Medio	Divorciado	Sí
869	52	F	Medio	Divorciado	No
870	34	F	Bajo	Divorciado	No
871	37	M	Medio	Soltero	Sí
872	62	F	Medio	Casado	Sí
873	25	F	Medio	Casado	Sí
874	47	M	Medio	Divorciado	Sí
875	27	F	Bajo	Soltero	Sí
876	52	F	Medio	Casado	No
877	54	F	Bajo	Soltero	Sí
878	18	F	Bajo	Soltero	No
879	37	M	Medio	Soltero	No
880	36	F	Bajo	Divorciado	Sí
881	49	F	Bajo	Viudo	Sí
882	52	F	Alto	Viudo	Sí
883	36	F	Alto	Casado	Sí
884	35	F	Bajo	Soltero	No
885	48	M	Medio	Casado	No
886	48	M	Medio	Divorciado	Sí
887	32	M	Bajo	Casado	Sí
888	28	M	Bajo	Divorciado	Sí
889	51	F	Bajo	Soltero	Sí
890	46	F	Medio	Soltero	Sí
891	47	F	Medio	Casado	Sí
892	46	M	Bajo	Divorciado	Sí
893	58	F	Medio	Viudo	Sí
894	34	M	Alto	Soltero	Sí
895	50	M	Bajo	Casado	Sí
896	56	M	Bajo	Casado	Sí
897	35	M	Medio	Divorciado	No
898	43	M	Medio	Divorciado	Sí
899	36	F	Medio	Soltero	Sí
900	35	F	Bajo	Soltero	No
901	47	F	Alto	Divorciado	No
902	18	F	Bajo	Soltero	Sí
903	79	M	Medio	Viudo	Sí
904	26	F	Bajo	Soltero	Sí
905	33	M	Bajo	Casado	Sí
906	43	F	Bajo	Divorciado	Sí
907	38	F	Medio	Soltero	No
908	55	M	Medio	Divorciado	Sí
909	55	F	Bajo	Casado	No
910	45	M	Bajo	Casado	No
911	25	F	Bajo	Divorciado	No
912	52	M	Medio	Casado	Sí
913	56	M	Bajo	Divorciado	No
914	33	M	Medio	Soltero	Sí
915	23	M	Medio	Soltero	Sí
916	37	M	Alto	Divorciado	Sí
917	37	M	Medio	Casado	No
918	26	M	Medio	Divorciado	No
919	48	F	Alto	Casado	Sí
920	49	F	Medio	Soltero	Sí
921	18	F	Medio	Soltero	Sí
922	49	M	Medio	Viudo	Sí
923	30	F	Bajo	Divorciado	Sí
924	28	F	Medio	Soltero	Sí
925	42	M	Medio	Soltero	Sí
926	49	M	Medio	Soltero	Sí
927	38	M	Medio	Casado	Sí
928	60	M	Bajo	Divorciado	Sí
929	55	M	Bajo	Casado	No
930	27	F	Medio	Divorciado	No
931	58	F	Medio	Casado	No
932	45	M	Bajo	Viudo	Sí
933	38	M	Bajo	Soltero	Sí
934	51	M	Medio	Casado	Sí
935	38	M	Medio	Soltero	Sí
936	29	M	Medio	Divorciado	No
937	46	M	Alto	Casado	Sí
938	64	F	Medio	Viudo	No
939	38	M	Alto	Divorciado	Sí
940	31	F	Medio	Soltero	Sí
941	38	M	Alto	Soltero	Sí
942	49	F	Medio	Casado	Sí
943	57	F	Medio	Casado	Sí
944	37	M	Alto	Soltero	Sí
945	50	F	Bajo	Casado	No
946	33	F	Medio	Casado	Sí
947	40	F	Bajo	Viudo	Sí
948	50	F	Bajo	Divorciado	Sí
949	59	F	Medio	Casado	No
950	55	F	Alto	Casado	Sí
951	43	F	Alto	Casado	No
952	28	F	Bajo	Divorciado	No
953	49	F	Medio	Divorciado	No
954	72	F	Medio	Divorciado	Sí
955	18	F	Medio	Soltero	No
956	46	F	Bajo	Casado	Sí
957	47	F	Bajo	Viudo	No
958	37	F	Medio	Soltero	Sí
959	30	F	Medio	Divorciado	Sí
960	53	F	Medio	Soltero	No
961	51	F	Bajo	Soltero	Sí
962	58	F	Medio	Casado	Sí
963	57	M	Medio	Divorciado	Sí
964	31	F	Bajo	Divorciado	No
965	51	F	Alto	Casado	Sí
966	80	M	Bajo	Casado	No
967	65	F	Medio	Casado	Sí
968	33	F	Medio	Casado	Sí
969	40	F	Medio	Casado	Sí
970	39	M	Bajo	Casado	No
971	39	M	Medio	Soltero	Sí
972	43	M	Medio	Divorciado	No
973	80	M	Bajo	Casado	Sí
974	44	M	Medio	Divorciado	Sí
975	63	F	Bajo	Divorciado	No
976	54	M	Bajo	Viudo	No
977	45	M	Medio	Casado	No
978	19	F	Medio	Soltero	Sí
979	51	M	Alto	Viudo	Sí
980	26	F	Alto	Divorciado	Sí
981	36	M	Bajo	Soltero	No
982	60	F	Medio	Divorciado	Sí
983	34	M	Alto	Casado	Sí
984	29	F	Medio	Soltero	Sí
985	48	M	Medio	Casado	Sí
986	65	F	Medio	Divorciado	Sí
987	41	M	Medio	Casado	No
988	40	M	Bajo	Casado	No
989	45	F	Alto	Casado	Sí
990	31	F	Alto	Casado	No
991	21	F	Medio	Soltero	Sí
992	50	M	Bajo	Divorciado	No
993	47	F	Medio	Divorciado	No
994	40	F	Alto	Soltero	Sí
995	46	M	Medio	Soltero	No
996	51	F	Bajo	Casado	Sí
997	43	F	Bajo	Casado	No
998	24	M	Bajo	Soltero	Sí
999	50	M	Bajo	Soltero	Sí
1000	58	M	Medio	Soltero	Sí
1001	51	M	Bajo	Casado	Sí
1002	56	F	Medio	Casado	No
1003	23	F	Medio	Soltero	Sí
1004	34	F	Medio	Divorciado	Sí
1005	25	M	Bajo	Casado	No
1006	47	M	Medio	Viudo	Sí
1007	19	F	Bajo	Soltero	No
1008	42	M	Medio	Casado	Sí
1009	44	F	Medio	Casado	No
1010	56	M	Bajo	Viudo	No
1011	23	M	Bajo	Soltero	Sí
1012	33	M	Medio	Casado	Sí
1013	69	M	Medio	Soltero	No
1014	44	M	Medio	Casado	Sí
1015	53	F	Medio	Divorciado	Sí
1016	18	F	Medio	Soltero	Sí
1017	54	M	Medio	Casado	Sí
1018	41	F	Medio	Casado	No
1019	57	F	Medio	Casado	Sí
1020	41	F	Medio	Soltero	No
1021	28	F	Medio	Casado	No
1022	41	F	Bajo	Soltero	Sí
1023	52	M	Alto	Casado	Sí
1024	18	M	Medio	Casado	Sí
1025	36	F	Medio	Soltero	Sí
1026	24	M	Medio	Soltero	Sí
1027	29	M	Alto	Soltero	Sí
1028	18	F	Medio	Soltero	No
1029	56	F	Bajo	Casado	No
1030	18	F	Medio	Soltero	Sí
1031	63	M	Bajo	Soltero	No
1032	50	F	Medio	Viudo	Sí
1033	49	M	Alto	Casado	Sí
1034	34	F	Medio	Soltero	Sí
1035	27	F	Alto	Divorciado	Sí
1036	23	F	Medio	Casado	Sí
1037	65	M	Bajo	Casado	No
1038	24	F	Medio	Soltero	Sí
1039	40	F	Medio	Soltero	Sí
1040	18	F	Alto	Soltero	Sí
1041	37	F	Bajo	Divorciado	Sí
1042	26	F	Bajo	Soltero	Sí
1043	35	M	Medio	Casado	Sí
1044	50	M	Bajo	Casado	No
1045	49	M	Medio	Soltero	Sí
1046	51	F	Alto	Casado	Sí
1047	56	F	Medio	Viudo	Sí
1048	33	F	Alto	Divorciado	Sí
1049	34	M	Medio	Casado	Sí
1050	69	F	Bajo	Viudo	Sí
1051	42	M	Bajo	Divorciado	No
1052	41	F	Bajo	Divorciado	Sí
1053	20	M	Bajo	Soltero	No
1054	37	M	Medio	Divorciado	Sí
1055	26	M	Medio	Casado	No
1056	52	M	Alto	Casado	Sí
1057	47	M	Alto	Casado	Sí
1058	42	F	Bajo	Soltero	No
1059	60	M	Medio	Viudo	Sí
1060	46	M	Bajo	Viudo	No
1061	68	M	Medio	Viudo	No
1062	28	F	Bajo	Casado	Sí
1063	24	M	Bajo	Soltero	Sí
1064	33	M	Medio	Divorciado	Sí
1065	24	F	Medio	Casado	No
1066	72	F	Bajo	Casado	Sí
1067	55	M	Bajo	Casado	Sí
1068	33	F	Bajo	Casado	Sí
1069	47	M	Medio	Viudo	Sí
1070	54	M	Medio	Casado	Sí
1071	48	F	Medio	Casado	Sí
1072	50	M	Medio	Soltero	Sí
1073	45	M	Bajo	Casado	Sí
1074	54	M	Bajo	Casado	Sí
1075	31	F	Medio	Soltero	Sí
1076	59	F	Bajo	Divorciado	Sí
1077	47	F	Medio	Soltero	Sí
1078	40	F	Bajo	Casado	Sí
1079	41	M	Bajo	Soltero	No
1080	72	F	Medio	Casado	Sí
1081	50	F	Bajo	Casado	Sí
1082	40	F	Medio	Divorciado	Sí
1083	50	M	Medio	Casado	No
1084	45	F	Bajo	Divorciado	No
1085	43	M	Medio	Divorciado	Sí
1086	60	F	Medio	Casado	No
1087	60	F	Alto	Viudo	Sí
1088	26	F	Bajo	Divorciado	No
1089	18	M	Bajo	Soltero	No
1090	38	F	Medio	Divorciado	Sí
1091	43	F	Bajo	Casado	No
1092	37	F	Medio	Casado	No
1093	33	F	Medio	Divorciado	Sí
1094	43	M	Bajo	Viudo	Sí
1095	60	F	Medio	Casado	Sí
1096	29	M	Medio	Divorciado	Sí
1097	35	M	Bajo	Casado	Sí
1098	30	F	Medio	Divorciado	Sí
1099	46	F	Medio	Divorciado	No
1100	60	F	Medio	Viudo	Sí
1101	65	F	Medio	Viudo	Sí
1102	29	M	Medio	Casado	No
1103	34	F	Bajo	Divorciado	No
1104	42	F	Bajo	Viudo	Sí
1105	54	F	Medio	Soltero	No
1106	57	F	Bajo	Soltero	Sí
1107	29	M	Medio	Divorciado	Sí
1108	30	M	Bajo	Soltero	Sí
1109	57	F	Bajo	Divorciado	No
1110	29	M	Bajo	Soltero	No
1111	36	F	Medio	Divorciado	Sí
1112	36	F	Bajo	Casado	Sí
1113	41	F	Bajo	Soltero	No
1114	55	F	Medio	Casado	Sí
1115	73	F	Bajo	Divorciado	Sí
1116	27	F	Medio	Casado	No
1117	59	M	Medio	Divorciado	No
1118	33	F	Medio	Casado	Sí
1119	40	F	Bajo	Casado	Sí
1120	44	F	Bajo	Viudo	Sí
1121	66	F	Medio	Viudo	Sí
1122	44	F	Medio	Divorciado	Sí
1123	18	F	Medio	Soltero	Sí
1124	56	F	Bajo	Soltero	No
1125	53	F	Medio	Soltero	Sí
1126	24	F	Medio	Soltero	No
1127	36	F	Medio	Soltero	Sí
1128	47	M	Bajo	Divorciado	Sí
1129	56	M	Medio	Viudo	Sí
1130	42	F	Medio	Casado	Sí
1131	54	M	Alto	Viudo	Sí
1132	51	F	Bajo	Viudo	No
1133	19	M	Bajo	Soltero	Sí
1134	49	M	Bajo	Casado	Sí
1135	68	M	Bajo	Divorciado	Sí
1136	48	M	Alto	Viudo	Sí
1137	37	M	Medio	Divorciado	No
1138	47	M	Medio	Viudo	Sí
1139	47	M	Bajo	Casado	Sí
1140	50	M	Medio	Casado	Sí
1141	24	M	Bajo	Soltero	Sí
1142	51	M	Medio	Casado	Sí
1143	35	M	Medio	Divorciado	Sí
1144	45	M	Alto	Casado	Sí
1145	73	F	Medio	Casado	Sí
1146	18	M	Bajo	Soltero	No
1147	33	M	Bajo	Soltero	Sí
1148	43	M	Medio	Casado	No
1149	35	M	Medio	Divorciado	Sí
1150	44	M	Bajo	Viudo	Sí
1151	39	F	Bajo	Soltero	Sí
1152	32	F	Medio	Soltero	Sí
1153	27	M	Bajo	Soltero	Sí
1154	39	M	Bajo	Soltero	No
1155	18	F	Bajo	Soltero	No
1156	65	F	Bajo	Casado	No
1157	43	F	Medio	Soltero	Sí
1158	73	F	Alto	Viudo	Sí
1159	22	M	Bajo	Soltero	No
1160	33	F	Medio	Soltero	No
1161	74	F	Bajo	Soltero	No
1162	19	F	Alto	Soltero	No
1163	40	M	Medio	Casado	Sí
1164	67	F	Bajo	Casado	Sí
1165	52	F	Medio	Soltero	Sí
1166	45	M	Alto	Viudo	No
1167	58	M	Alto	Casado	Sí
1168	55	M	Medio	Divorciado	No
1169	51	M	Bajo	Divorciado	No
1170	49	M	Medio	Soltero	Sí
1171	39	F	Alto	Divorciado	Sí
1172	35	F	Medio	Soltero	Sí
1173	25	M	Medio	Soltero	No
1174	37	M	Bajo	Casado	Sí
1175	44	F	Bajo	Casado	Sí
1176	57	F	Medio	Casado	Sí
1177	52	M	Medio	Casado	Sí
1178	58	M	Bajo	Soltero	No
1179	63	F	Bajo	Soltero	No
1180	65	M	Medio	Divorciado	Sí
1181	22	F	Alto	Soltero	Sí
1182	26	F	Bajo	Casado	Sí
1183	37	M	Bajo	Casado	No
1184	59	F	Medio	Divorciado	Sí
1185	48	M	Medio	Divorciado	Sí
1186	47	M	Medio	Casado	Sí
1187	41	M	Medio	Divorciado	No
1188	34	F	Bajo	Divorciado	Sí
1189	29	F	Alto	Soltero	Sí
1190	52	M	Bajo	Soltero	Sí
1191	37	F	Alto	Soltero	Sí
1192	39	M	Alto	Divorciado	Sí
1193	23	M	Bajo	Soltero	Sí
1194	67	M	Alto	Casado	Sí
1195	55	M	Bajo	Soltero	Sí
1196	34	F	Bajo	Divorciado	No
1197	47	F	Medio	Casado	Sí
1198	46	F	Medio	Casado	Sí
1199	52	M	Bajo	Viudo	No
1200	57	F	Bajo	Casado	No
1201	40	F	Bajo	Soltero	No
1202	32	F	Bajo	Casado	No
1203	51	F	Bajo	Soltero	No
1204	58	M	Bajo	Casado	No
1205	43	M	Bajo	Casado	Sí
1206	65	M	Alto	Casado	Sí
1207	57	M	Bajo	Casado	No
1208	18	F	Medio	Soltero	No
1209	72	M	Medio	Casado	No
1210	72	M	Medio	Viudo	Sí
1211	29	F	Bajo	Casado	Sí
1212	43	F	Bajo	Soltero	No
1213	43	F	Medio	Soltero	Sí
1214	51	M	Bajo	Viudo	No
1215	33	F	Bajo	Casado	No
1216	58	M	Bajo	Viudo	No
1217	39	M	Alto	Soltero	Sí
1218	42	F	Medio	Viudo	No
1219	36	M	Medio	Soltero	No
1220	33	F	Bajo	Divorciado	Sí
1221	52	F	Alto	Casado	Sí
1222	57	M	Alto	Divorciado	Sí
1223	44	F	Bajo	Soltero	Sí
1224	48	F	Medio	Divorciado	No
1225	29	M	Bajo	Divorciado	Sí
1226	36	F	Medio	Divorciado	No
1227	32	F	Medio	Casado	Sí
1228	67	M	Medio	Casado	No
1229	18	F	Medio	Soltero	Sí
1230	51	M	Medio	Casado	No
1231	67	M	Medio	Casado	Sí
1232	39	F	Alto	Divorciado	No
1233	63	M	Medio	Viudo	No
1234	57	M	Medio	Viudo	Sí
1235	80	F	Medio	Casado	Sí
1236	45	M	Medio	Viudo	No
1237	35	M	Bajo	Casado	No
1238	27	F	Medio	Casado	Sí
1239	32	F	Medio	Divorciado	Sí
1240	35	F	Medio	Soltero	No
1241	46	F	Medio	Soltero	Sí
1242	52	M	Medio	Casado	Sí
1243	55	F	Bajo	Viudo	No
1244	47	F	Medio	Soltero	Sí
1245	33	M	Medio	Divorciado	No
1246	51	M	Alto	Casado	Sí
1247	45	M	Alto	Viudo	Sí
1248	21	F	Medio	Soltero	Sí
1249	51	M	Medio	Soltero	No
1250	43	M	Alto	Viudo	Sí
1251	50	M	Medio	Soltero	Sí
1252	45	F	Bajo	Casado	No
1253	60	M	Bajo	Soltero	No
1254	52	F	Medio	Casado	No
1255	59	M	Bajo	Divorciado	Sí
1256	37	F	Medio	Divorciado	No
1257	32	M	Bajo	Soltero	No
1258	52	F	Alto	Casado	Sí
1259	52	M	Medio	Soltero	Sí
1260	22	M	Alto	Soltero	Sí
1261	43	F	Alto	Divorciado	Sí
1262	53	F	Alto	Divorciado	Sí
1263	45	M	Alto	Casado	No
1264	51	F	Medio	Soltero	Sí
1265	57	M	Medio	Casado	No
1266	51	M	Alto	Divorciado	No
1267	25	F	Alto	Divorciado	Sí
1268	40	F	Bajo	Divorciado	No
1269	62	F	Medio	Casado	Sí
1270	55	F	Bajo	Divorciado	Sí
1271	34	F	Bajo	Casado	Sí
1272	68	M	Alto	Viudo	Sí
1273	56	M	Bajo	Viudo	No
1274	25	M	Alto	Divorciado	Sí
1275	18	F	Bajo	Soltero	Sí
1276	57	F	Alto	Viudo	Sí
1277	44	M	Medio	Casado	Sí
1278	47	F	Medio	Casado	Sí
1279	29	F	Bajo	Soltero	No
1280	78	F	Medio	Divorciado	Sí
1281	24	F	Alto	Soltero	Sí
1282	53	M	Medio	Viudo	No
1283	18	M	Medio	Soltero	No
1284	64	M	Medio	Soltero	Sí
1285	40	M	Alto	Casado	Sí
1286	54	F	Medio	Casado	Sí
1287	69	M	Bajo	Viudo	Sí
1288	48	F	Alto	Divorciado	Sí
1289	36	M	Alto	Casado	Sí
1290	46	M	Bajo	Casado	Sí
1291	43	M	Bajo	Divorciado	Sí
1292	54	F	Alto	Soltero	Sí
1293	41	M	Bajo	Casado	Sí
1294	35	F	Alto	Divorciado	Sí
1295	38	M	Alto	Soltero	Sí
1296	58	F	Medio	Divorciado	Sí
1297	41	F	Medio	Casado	Sí
1298	32	F	Bajo	Casado	Sí
1299	47	F	Medio	Casado	No
1300	52	F	Alto	Casado	No
1301	29	F	Bajo	Casado	Sí
1302	46	F	Medio	Soltero	Sí
1303	62	F	Medio	Divorciado	No
1304	18	M	Medio	Soltero	Sí
1305	68	M	Medio	Casado	Sí
1306	55	M	Medio	Divorciado	No
1307	32	F	Medio	Divorciado	Sí
1308	48	F	Medio	Casado	Sí
1309	26	F	Bajo	Soltero	Sí
1310	45	F	Medio	Divorciado	Sí
1311	48	M	Medio	Casado	Sí
1312	32	M	Medio	Soltero	Sí
1313	50	F	Bajo	Viudo	Sí
1314	58	F	Medio	Divorciado	No
1315	46	M	Alto	Divorciado	No
1316	50	M	Medio	Soltero	Sí
1317	26	M	Medio	Casado	No
1318	61	F	Bajo	Casado	No
1319	36	F	Medio	Casado	Sí
1320	43	F	Bajo	Divorciado	No
1321	24	F	Medio	Soltero	Sí
1322	46	F	Bajo	Soltero	No
1323	44	F	Bajo	Casado	No
1324	18	F	Medio	Soltero	No
1325	50	F	Bajo	Casado	No
1326	32	M	Bajo	Divorciado	Sí
1327	62	M	Bajo	Casado	Sí
1328	31	M	Alto	Casado	Sí
1329	35	F	Bajo	Soltero	Sí
1330	51	M	Alto	Viudo	Sí
1331	35	M	Medio	Casado	No
1332	55	M	Medio	Casado	No
1333	44	M	Medio	Divorciado	Sí
1334	25	M	Medio	Soltero	No
1335	47	M	Medio	Divorciado	Sí
1336	35	F	Bajo	Casado	No
1337	26	F	Bajo	Divorciado	No
1338	32	M	Medio	Divorciado	Sí
1339	51	F	Alto	Casado	Sí
1340	26	F	Bajo	Casado	No
1341	21	M	Alto	Casado	Sí
1342	51	F	Medio	Casado	Sí
1343	19	F	Medio	Casado	Sí
1344	18	F	Medio	Soltero	Sí
1345	62	M	Bajo	Divorciado	Sí
1346	18	F	Medio	Soltero	No
1347	35	M	Medio	Casado	Sí
1348	39	F	Bajo	Soltero	Sí
1349	18	F	Medio	Soltero	No
1350	57	M	Medio	Casado	Sí
1351	50	F	Medio	Casado	Sí
1352	47	F	Bajo	Casado	No
1353	56	F	Medio	Viudo	Sí
1354	67	M	Medio	Casado	No
1355	33	M	Medio	Casado	No
1356	42	M	Bajo	Soltero	Sí
1357	54	F	Alto	Casado	No
1358	32	F	Bajo	Soltero	No
1359	39	F	Medio	Casado	Sí
1360	23	F	Alto	Casado	Sí
1361	69	M	Bajo	Casado	Sí
1362	45	F	Medio	Casado	No
1363	37	F	Bajo	Soltero	No
1364	27	M	Bajo	Soltero	No
1365	20	M	Bajo	Casado	No
1366	25	F	Medio	Soltero	Sí
1367	73	F	Medio	Casado	Sí
1368	55	F	Medio	Casado	No
1369	22	F	Bajo	Soltero	Sí
1370	56	F	Medio	Casado	No
1371	39	F	Medio	Divorciado	No
1372	48	F	Medio	Soltero	No
1373	24	F	Medio	Soltero	Sí
1374	29	M	Bajo	Casado	No
1375	19	F	Alto	Soltero	Sí
1376	41	F	Alto	Divorciado	Sí
1377	38	F	Bajo	Soltero	No
1378	39	F	Alto	Soltero	Sí
1379	49	F	Medio	Casado	No
1380	52	M	Bajo	Soltero	No
1381	22	M	Medio	Soltero	Sí
1382	53	F	Bajo	Viudo	Sí
1383	31	M	Bajo	Casado	No
1384	50	F	Bajo	Soltero	No
1385	31	M	Bajo	Soltero	Sí
1386	42	M	Medio	Divorciado	No
1387	24	M	Bajo	Soltero	Sí
1388	38	M	Medio	Soltero	Sí
1389	56	F	Bajo	Casado	Sí
1390	63	F	Medio	Casado	No
1391	19	F	Medio	Casado	Sí
1392	34	F	Medio	Casado	Sí
1393	18	M	Bajo	Soltero	No
1394	48	M	Medio	Casado	No
1395	54	F	Alto	Casado	Sí
1396	18	M	Bajo	Soltero	No
1397	51	F	Medio	Soltero	No
1398	62	F	Medio	Viudo	No
1399	35	M	Medio	Divorciado	Sí
1400	48	F	Bajo	Casado	No
1401	50	F	Medio	Casado	No
1402	61	F	Medio	Viudo	Sí
1403	38	M	Medio	Casado	No
1404	53	M	Bajo	Viudo	No
1405	35	F	Alto	Soltero	Sí
1406	39	F	Bajo	Casado	Sí
1407	59	F	Bajo	Divorciado	No
1408	59	M	Medio	Casado	Sí
1409	37	F	Medio	Soltero	Sí
1410	40	M	Medio	Casado	No
1411	46	M	Bajo	Divorciado	Sí
1412	56	F	Medio	Viudo	Sí
1413	37	M	Medio	Divorciado	Sí
1414	34	M	Medio	Soltero	Sí
1415	79	M	Bajo	Divorciado	Sí
1416	67	M	Medio	Viudo	Sí
1417	32	M	Medio	Soltero	No
1418	63	F	Medio	Divorciado	Sí
1419	71	M	Medio	Casado	No
1420	64	M	Bajo	Casado	Sí
1421	75	M	Alto	Viudo	Sí
1422	36	F	Medio	Casado	Sí
1423	45	F	Bajo	Divorciado	Sí
1424	32	M	Bajo	Soltero	No
1425	34	F	Medio	Divorciado	No
1426	43	F	Medio	Casado	No
1427	24	M	Medio	Soltero	Sí
1428	44	F	Medio	Soltero	Sí
1429	55	M	Bajo	Viudo	No
1430	60	M	Bajo	Divorciado	No
1431	42	M	Medio	Casado	Sí
1432	34	F	Bajo	Soltero	No
1433	52	F	Medio	Casado	Sí
1434	24	M	Alto	Soltero	Sí
1435	45	F	Medio	Viudo	No
1436	35	F	Alto	Soltero	Sí
1437	18	F	Bajo	Soltero	Sí
1438	30	F	Medio	Divorciado	No
1439	44	M	Alto	Casado	Sí
1440	43	M	Medio	Casado	Sí
1441	25	M	Bajo	Casado	No
1442	65	F	Bajo	Casado	No
1443	38	M	Bajo	Casado	Sí
1444	51	M	Medio	Divorciado	No
1445	45	M	Bajo	Viudo	Sí
1446	30	F	Medio	Casado	No
1447	37	F	Medio	Soltero	No
1448	28	M	Bajo	Soltero	Sí
1449	56	F	Medio	Casado	Sí
1450	44	F	Alto	Divorciado	Sí
1451	47	M	Alto	Casado	Sí
1452	32	M	Medio	Divorciado	No
1453	30	M	Medio	Soltero	Sí
1454	57	F	Medio	Divorciado	Sí
1455	27	F	Alto	Soltero	Sí
1456	47	F	Medio	Casado	Sí
1457	49	M	Medio	Divorciado	Sí
1458	29	F	Bajo	Soltero	Sí
1459	51	F	Alto	Divorciado	Sí
1460	51	F	Medio	Soltero	Sí
1461	28	F	Alto	Divorciado	No
1462	28	F	Medio	Casado	Sí
1463	20	M	Medio	Soltero	Sí
1464	34	M	Medio	Soltero	Sí
1465	47	F	Bajo	Divorciado	No
1466	50	F	Medio	Casado	Sí
1467	52	F	Alto	Divorciado	No
1468	44	M	Medio	Casado	No
1469	43	F	Bajo	Divorciado	No
1470	28	M	Medio	Casado	Sí
1471	39	F	Medio	Divorciado	No
1472	44	F	Medio	Divorciado	Sí
1473	33	M	Medio	Divorciado	Sí
1474	30	F	Medio	Divorciado	Sí
1475	32	F	Alto	Divorciado	Sí
1476	35	M	Bajo	Soltero	Sí
1477	50	F	Medio	Casado	Sí
1478	27	M	Alto	Soltero	Sí
1479	40	F	Bajo	Viudo	Sí
1480	66	M	Medio	Casado	No
1481	53	M	Medio	Divorciado	No
1482	28	F	Bajo	Casado	Sí
