customer_id,age,annual_income,spending_score,purchase_frequency,avg_order_value,days_since_last_purchase,preferred_category,payment_method,geographic_region
C0402,52,29972,42,13,82.35,64,Beauty,Bank_Transfer,Centro
C0403,43,49070,58,15,78.05,42,Home_Garden,Cash,Centro
C0404,62,78215,37,11,222.26,79,Home_Garden,Debit_Card,Occidente
C0405,39,73096,80,20,115.76,28,Books,Bank_Transfer,Norte
C0406,43,41396,47,10,37.57,51,Electronics,Bank_Transfer,Norte
C0407,46,60637,50,9,116.68,83,Beauty,PayPal,Occidente
C0408,18,25000,100,23,42.08,24,Food,Cash,Centro
C0409,38,54980,73,15,82.32,56,Electronics,Debit_Card,Norte
C0410,35,30261,92,21,38.95,43,Luxury,Debit_Card,Oriente
C0411,40,62122,73,19,127.29,47,Food,Debit_Card,Oriente
C0412,37,57813,61,22,87.58,1,Sports,Credit_Card,Occidente
C0413,21,61833,88,22,122.33,58,Clothing,Credit_Card,Occidente
C0414,39,59452,96,25,147.75,23,Books,Credit_Card,Occidente
C0415,18,25838,71,18,72.22,44,Food,Credit_Card,Centro
C0416,59,67789,20,3,134.25,104,Food,Debit_Card,Norte
C0417,25,44955,92,25,112.47,18,Electronics,Credit_Card,Centro
C0418,18,56562,100,19,159.65,54,Luxury,Cash,Sur
C0419,42,62075,50,13,96.52,73,Sports,Bank_Transfer,Norte
C0420,30,32596,98,25,59.62,51,Clothing,Credit_Card,Centro
C0421,21,30105,100,25,54.63,1,Home_Garden,Credit_Card,Occidente
C0422,41,42016,65,20,46.25,73,Sports,Cash,Centro
C0423,32,34358,89,25,91.23,29,Clothing,Cash,Sur
C0424,34,31163,79,21,47.28,34,Luxury,Debit_Card,Centro
C0425,40,57002,51,15,96.86,50,Home_Garden,Debit_Card,Oriente
C0426,20,33583,100,23,62.1,33,Food,Bank_Transfer,Norte
C0427,37,55165,62,13,145.55,57,Beauty,Cash,Norte
C0428,23,25000,93,15,78.89,69,Books,Credit_Card,Norte
C0429,30,56718,100,24,110.86,25,Clothing,PayPal,Occidente
C0430,25,25000,98,25,-1.69,61,Electronics,Debit_Card,Sur
C0431,34,33178,94,24,77.29,36,Beauty,Debit_Card,Occidente
C0432,60,84715,39,9,187.04,79,Sports,Credit_Card,Sur
C0433,33,44066,73,24,83.52,16,Sports,Debit_Card,Norte
C0434,19,51986,76,17,121.78,30,Sports,Debit_Card,Occidente
C0435,39,68433,73,11,80.5,81,Sports,Credit_Card,Sur
C0436,44,47043,70,17,66.9,64,Beauty,PayPal,Centro
C0437,18,36137,99,18,79.89,47,Beauty,Credit_Card,Oriente
C0438,31,30026,61,16,64.66,57,Sports,Debit_Card,Centro
C0439,43,65579,67,21,152.85,66,Luxury,PayPal,Oriente
C0440,41,57133,65,23,187.74,31,Clothing,Debit_Card,Norte
C0441,35,37964,53,15,85.67,73,Sports,Bank_Transfer,Sur
C0442,24,47648,73,20,94.42,48,Electronics,PayPal,Occidente
C0443,47,61695,48,14,111.33,41,Books,Credit_Card,Occidente
C0444,52,74453,36,4,141.36,98,Sports,Cash,Centro
C0445,32,52596,100,23,167.31,48,Food,Bank_Transfer,Oriente
C0446,38,35588,64,22,78.33,41,Clothing,Debit_Card,Norte
C0447,19,41606,100,24,88.03,14,Beauty,PayPal,Norte
C0448,29,25000,90,24,58.03,16,Clothing,Bank_Transfer,Norte
C0449,18,25000,100,23,78.1,26,Books,PayPal,Norte
C0450,18,45943,100,25,163.1,16,Sports,Credit_Card,Centro
C0451,53,78855,71,19,180.29,68,Food,Cash,Oriente
C0452,40,27238,73,16,49.99,58,Sports,PayPal,Occidente
C0453,40,76994,55,12,100.85,82,Electronics,PayPal,Occidente
C0454,25,25597,89,18,64.74,30,Clothing,Debit_Card,Occidente
C0455,49,89767,44,5,148.48,138,Sports,Bank_Transfer,Sur
C0456,27,38209,84,18,29.49,31,Luxury,Debit_Card,Occidente
C0457,37,72050,75,17,209.43,60,Food,Cash,Oriente
C0458,60,57049,26,1,65.22,124,Sports,Debit_Card,Centro
C0459,40,29009,66,19,37.82,80,Beauty,PayPal,Centro
C0460,37,36503,52,11,56.28,101,Beauty,Cash,Oriente
C0461,44,87444,93,23,161.8,17,Home_Garden,Bank_Transfer,Occidente
C0462,24,40512,89,17,81.48,39,Electronics,Bank_Transfer,Centro
C0463,26,45577,77,19,91.13,55,Electronics,Credit_Card,Norte
C0464,18,36982,93,23,53.51,29,Electronics,PayPal,Oriente
C0465,43,53924,100,23,139.61,69,Luxury,Debit_Card,Norte
C0466,47,59205,63,15,150.39,44,Food,PayPal,Sur
C0467,21,40154,100,23,120.35,62,Electronics,Bank_Transfer,Norte
C0468,18,25000,100,25,79.01,20,Food,Bank_Transfer,Occidente
C0469,58,82066,30,9,175.69,102,Home_Garden,PayPal,Sur
C0470,39,57361,37,14,119.6,58,Books,Bank_Transfer,Norte
C0471,40,46531,42,6,138.7,101,Home_Garden,Credit_Card,Centro
C0472,30,39803,86,23,106.11,42,Beauty,Credit_Card,Sur
C0473,24,46794,99,25,126.24,20,Books,Cash,Norte
C0474,38,54742,65,23,80.76,26,Sports,Debit_Card,Centro
C0475,42,64350,75,12,118.42,69,Books,Debit_Card,Norte
C0476,45,70588,68,16,121.55,73,Clothing,Cash,Sur
C0477,18,35802,100,25,133.5,25,Food,PayPal,Sur
C0478,65,71664,48,15,121.08,56,Food,Credit_Card,Oriente
C0479,21,25000,100,18,30.67,41,Electronics,Cash,Centro
C0480,49,55809,46,12,127.35,107,Beauty,PayPal,Oriente
C0481,38,47178,80,21,87.82,39,Food,Cash,Norte
C0482,34,25000,50,13,12.74,70,Sports,Debit_Card,Occidente
C0483,46,89023,62,21,157.56,56,Home_Garden,Cash,Norte
C0484,18,25000,100,25,82.96,11,Books,Debit_Card,Norte
C0485,18,25000,100,25,62.54,1,Home_Garden,Bank_Transfer,Norte
C0486,32,50249,85,24,52.01,22,Sports,Debit_Card,Centro
C0487,56,61780,36,10,120.11,69,Clothing,PayPal,Sur
C0488,30,59188,86,19,140.7,46,Food,Cash,Norte
C0489,37,68253,66,17,105.3,45,Electronics,PayPal,Occidente
C0490,28,37027,77,21,79.45,53,Beauty,Credit_Card,Centro
C0491,18,29121,72,17,34.14,28,Beauty,Bank_Transfer,Occidente
C0492,35,61653,65,19,112.12,35,Home_Garden,Credit_Card,Norte
C0493,30,27154,82,13,-10.48,62,Food,Cash,Norte
C0494,36,45038,100,25,87.79,22,Clothing,PayPal,Oriente
C0495,18,25000,100,24,61.53,27,Luxury,Cash,Occidente
C0496,45,79661,47,13,140.72,81,Electronics,Debit_Card,Centro
C0497,22,76123,82,21,203.21,49,Books,Debit_Card,Centro
C0498,65,84104,19,5,190.43,81,Books,PayPal,Centro
C0499,18,53391,100,25,96.03,12,Food,Cash,Oriente
C0500,41,64525,51,15,139.71,88,Sports,Bank_Transfer,Norte
C0501,23,42294,85,21,119.37,20,Sports,Debit_Card,Oriente
C0502,31,33805,76,15,59.57,53,Sports,Debit_Card,Centro
C0503,20,40180,100,23,152.55,34,Clothing,Credit_Card,Sur
C0504,40,38052,30,9,108.06,101,Home_Garden,Cash,Centro
C0505,65,60374,24,5,89.09,99,Sports,PayPal,Centro
C0506,54,78743,66,17,88.96,65,Luxury,PayPal,Centro
C0507,55,72523,54,13,199.93,73,Luxury,Bank_Transfer,Sur
C0508,24,25000,78,23,89.58,12,Home_Garden,Cash,Centro
C0509,55,84638,69,22,166.49,21,Sports,Debit_Card,Sur
C0510,25,79963,85,22,124.8,34,Electronics,PayPal,Occidente
C0511,41,78809,81,16,104.82,51,Home_Garden,Debit_Card,Occidente
C0512,54,66207,40,13,72.63,61,Clothing,PayPal,Occidente
C0513,20,25000,83,18,31.67,51,Food,PayPal,Centro
C0514,30,33999,86,21,95.48,39,Luxury,PayPal,Centro
C0515,60,73725,45,12,180.61,62,Luxury,Credit_Card,Sur
C0516,60,58128,43,11,119.07,75,Food,Debit_Card,Norte
C0517,55,85657,45,16,254.7,48,Food,PayPal,Norte
C0518,34,41839,91,24,10.99,43,Beauty,PayPal,Sur
C0519,20,56259,93,18,146.77,79,Beauty,Debit_Card,Centro
C0520,50,86970,50,16,107.54,55,Home_Garden,Debit_Card,Sur
C0521,36,82263,80,14,179.4,61,Sports,Debit_Card,Oriente
C0522,46,67691,48,8,205.56,103,Food,Credit_Card,Centro
C0523,38,61300,68,19,123.26,78,Clothing,Cash,Oriente
C0524,50,64654,53,12,150.73,54,Home_Garden,Cash,Occidente
C0525,47,77855,65,16,144.95,79,Sports,Cash,Oriente
C0526,37,72098,84,23,184.7,22,Books,PayPal,Centro
C0527,25,42009,71,23,115.64,24,Clothing,Debit_Card,Oriente
C0528,49,81363,60,17,195.4,57,Books,Cash,Occidente
C0529,36,71688,78,25,116.84,2,Books,Credit_Card,Oriente
C0530,31,59123,61,16,106.37,47,Beauty,Cash,Sur
C0531,43,32847,86,22,115.57,29,Beauty,Credit_Card,Centro
C0532,30,56359,59,17,128.22,44,Beauty,Bank_Transfer,Sur
C0533,44,25000,62,16,90.69,55,Home_Garden,Debit_Card,Occidente
C0534,65,72997,14,2,74.99,121,Clothing,Credit_Card,Sur
C0535,18,25000,91,22,51.12,6,Food,Credit_Card,Sur
C0536,46,66566,69,13,84.38,86,Electronics,Bank_Transfer,Sur
C0537,22,25000,98,25,86.41,37,Home_Garden,Debit_Card,Oriente
C0538,32,25000,89,23,-5.03,35,Food,PayPal,Sur
C0539,53,90380,69,19,161.78,34,Luxury,Credit_Card,Norte
C0540,32,64309,81,22,99.66,29,Luxury,Credit_Card,Norte
C0541,23,56598,73,20,115.92,31,Beauty,Debit_Card,Norte
C0542,53,57731,78,18,118.09,25,Home_Garden,Cash,Occidente
C0543,45,56841,89,25,76.01,16,Food,Debit_Card,Centro
C0544,33,68686,70,18,130.99,39,Electronics,PayPal,Occidente
C0545,18,41862,98,23,151.91,1,Sports,Credit_Card,Occidente
C0546,41,60093,93,23,78.36,9,Clothing,Credit_Card,Norte
C0547,39,56377,84,20,104.71,23,Clothing,Cash,Centro
C0548,40,52321,74,21,62.21,71,Electronics,Credit_Card,Oriente
C0549,58,55616,50,18,144.95,44,Electronics,Debit_Card,Occidente
C0550,18,25000,87,23,38.84,29,Beauty,Bank_Transfer,Centro
C0551,26,25000,91,22,26.69,33,Beauty,Debit_Card,Occidente
C0552,30,26439,85,24,51.86,71,Food,Cash,Occidente
C0553,35,28291,82,18,63.47,25,Luxury,Credit_Card,Norte
C0554,51,54585,36,8,75.49,67,Food,Debit_Card,Norte
C0555,25,25000,100,25,31.91,17,Home_Garden,Credit_Card,Sur
C0556,22,39567,79,22,128.44,16,Sports,Bank_Transfer,Centro
C0557,38,58795,86,25,125.99,41,Beauty,Credit_Card,Oriente
C0558,25,36867,78,21,58.05,38,Clothing,PayPal,Norte
C0559,39,55174,73,14,100.79,64,Books,Cash,Centro
C0560,51,53683,50,13,106.15,75,Home_Garden,PayPal,Centro
C0561,42,32471,59,18,85.04,63,Beauty,Bank_Transfer,Oriente
C0562,27,51769,78,21,102.85,15,Books,PayPal,Sur
C0563,35,47917,56,13,61.22,50,Electronics,Cash,Occidente
C0564,43,86592,52,11,198.13,104,Electronics,Debit_Card,Sur
C0565,52,77321,59,10,154.04,83,Sports,Debit_Card,Centro
C0566,35,45886,64,17,8.08,59,Home_Garden,Cash,Occidente
C0567,57,80460,45,10,190.95,83,Books,Cash,Oriente
C0568,42,67551,82,21,95.82,10,Beauty,Cash,Occidente
C0569,29,49487,83,21,90.03,39,Luxury,Cash,Sur
C0570,29,45461,78,19,77.16,49,Home_Garden,Bank_Transfer,Centro
C0571,21,27337,100,23,0.39,32,Food,Debit_Card,Norte
C0572,46,74039,58,13,125.66,43,Home_Garden,Cash,Norte
C0573,34,83115,100,25,225.27,7,Clothing,Debit_Card,Norte
C0574,37,49076,56,13,70.02,74,Food,Debit_Card,Centro
C0575,41,42468,88,23,91.9,34,Books,Credit_Card,Occidente
C0576,39,81156,39,9,121.77,72,Beauty,PayPal,Sur
C0577,37,58002,43,9,117.06,94,Books,PayPal,Oriente
C0578,43,44279,85,17,112.82,56,Luxury,Debit_Card,Norte
C0579,25,25000,81,18,42.56,60,Sports,PayPal,Oriente
C0580,37,71216,58,14,147.41,83,Home_Garden,Bank_Transfer,Sur
C0581,23,57629,100,20,73.39,42,Beauty,Debit_Card,Centro
C0582,35,54854,100,25,84.85,21,Clothing,Bank_Transfer,Sur
C0583,48,93381,60,15,210.99,79,Books,PayPal,Sur
C0584,28,34927,71,17,91.94,61,Food,Bank_Transfer,Sur
C0585,20,35006,94,25,69.81,1,Beauty,PayPal,Occidente
C0586,51,81052,52,9,139.81,89,Books,PayPal,Centro
C0587,40,95170,85,17,167.71,50,Books,PayPal,Sur
C0588,34,67343,69,21,161.45,30,Electronics,PayPal,Occidente
C0589,34,57963,72,19,135.33,10,Clothing,Cash,Occidente
C0590,43,67635,37,6,61.01,106,Books,PayPal,Oriente
C0591,18,42842,77,17,65.3,39,Luxury,Bank_Transfer,Sur
C0592,47,66186,56,13,125.87,71,Books,PayPal,Sur
C0593,32,36554,85,25,60.84,28,Clothing,Debit_Card,Norte
C0594,21,56848,100,23,116.16,36,Books,PayPal,Occidente
C0595,34,45601,58,15,43.39,40,Beauty,PayPal,Oriente
C0596,26,30451,78,22,17.89,39,Books,Cash,Sur
C0597,42,75226,44,9,195.99,69,Electronics,Credit_Card,Sur
C0598,36,67195,68,20,122.61,54,Beauty,Credit_Card,Norte
C0599,39,57583,83,23,71.81,35,Home_Garden,Credit_Card,Oriente
C0600,34,30354,87,25,73.81,20,Food,Bank_Transfer,Oriente
C0601,20,25000,78,18,37.95,46,Clothing,Bank_Transfer,Centro
C0602,37,28450,78,18,87.7,63,Electronics,Credit_Card,Oriente
C0603,18,25000,100,20,70.81,37,Luxury,Bank_Transfer,Occidente
C0604,37,41764,75,18,110.85,38,Food,PayPal,Sur
C0605,35,61670,56,12,101.37,66,Luxury,PayPal,Sur
C0606,18,29039,96,22,46.2,28,Food,Credit_Card,Sur
C0607,34,49676,65,19,124.73,38,Electronics,Debit_Card,Sur
C0608,32,47776,93,24,90.01,20,Food,Bank_Transfer,Occidente
C0609,24,28640,95,19,69.09,43,Electronics,Bank_Transfer,Occidente
C0610,28,27143,58,14,85.58,76,Electronics,PayPal,Occidente
C0611,35,50794,81,21,87.56,24,Home_Garden,Debit_Card,Norte
C0612,29,25656,90,24,24.13,38,Food,Debit_Card,Centro
C0613,53,44012,35,10,26.54,64,Home_Garden,PayPal,Centro
C0614,28,43912,95,25,100.95,33,Home_Garden,Cash,Occidente
C0615,36,68992,39,4,188.71,97,Luxury,Bank_Transfer,Norte
C0616,63,106528,53,12,251.32,88,Sports,Cash,Oriente
C0617,31,65734,77,22,179.94,13,Clothing,Cash,Norte
C0618,36,50093,83,23,135.22,23,Clothing,PayPal,Occidente
C0619,30,60810,100,25,150.79,50,Clothing,PayPal,Centro
C0620,41,30099,55,16,87.98,50,Sports,Cash,Centro
C0621,26,52142,97,25,159.31,53,Electronics,PayPal,Sur
C0622,46,88501,84,25,134.75,15,Books,Bank_Transfer,Norte
C0623,33,36811,88,20,55.05,33,Home_Garden,Bank_Transfer,Oriente
C0624,51,57545,87,23,105.15,27,Home_Garden,Debit_Card,Oriente
C0625,19,52582,82,15,54.12,54,Books,Bank_Transfer,Centro
C0626,27,41111,75,16,51.22,53,Food,PayPal,Oriente
C0627,32,46210,89,17,132.04,60,Beauty,PayPal,Oriente
C0628,32,32324,87,19,118.84,29,Electronics,Cash,Occidente
C0629,31,63987,95,19,174.13,73,Electronics,Debit_Card,Occidente
C0630,47,88084,48,11,174.25,59,Books,Debit_Card,Sur
C0631,54,64680,33,9,117.53,65,Books,Credit_Card,Occidente
C0632,42,85721,81,20,185.58,34,Sports,Bank_Transfer,Norte
C0633,46,63123,65,17,100.24,55,Clothing,Bank_Transfer,Occidente
C0634,30,32880,87,22,91.06,36,Luxury,Cash,Occidente
C0635,26,39100,96,21,69.82,57,Clothing,Debit_Card,Sur
C0636,18,37094,72,14,105.6,58,Home_Garden,Debit_Card,Centro
C0637,59,45840,55,13,103.61,91,Sports,Credit_Card,Norte
C0638,33,25000,80,19,20.45,31,Clothing,Credit_Card,Centro
C0639,18,43038,100,20,60.69,15,Clothing,Cash,Oriente
C0640,18,25000,100,25,7.13,1,Electronics,Bank_Transfer,Norte
C0641,44,91833,59,11,157.5,79,Sports,Bank_Transfer,Sur
C0642,40,62512,71,15,130.4,60,Beauty,PayPal,Centro
C0643,30,31394,75,19,12.82,42,Books,PayPal,Occidente
C0644,24,27943,100,25,61.59,4,Sports,Cash,Norte
C0645,37,58159,77,19,79.76,10,Luxury,Debit_Card,Norte
C0646,28,41320,59,10,95.62,66,Electronics,Credit_Card,Centro
C0647,42,64935,100,24,136.2,8,Luxury,Bank_Transfer,Oriente
C0648,21,40522,100,22,77.55,35,Electronics,Debit_Card,Norte
C0649,53,92211,36,8,177.13,82,Luxury,Debit_Card,Norte
C0650,40,53277,71,21,85.03,30,Home_Garden,Bank_Transfer,Norte
C0651,21,33435,100,25,100.48,30,Beauty,Bank_Transfer,Centro
C0652,34,61269,73,22,120.96,42,Home_Garden,Credit_Card,Oriente
C0653,35,43501,64,18,99.78,34,Sports,Bank_Transfer,Occidente
C0654,37,33362,60,14,103.98,41,Clothing,Bank_Transfer,Occidente
C0655,44,48593,55,13,113.8,86,Books,PayPal,Centro
C0656,31,48821,94,24,101.3,57,Beauty,Bank_Transfer,Norte
C0657,52,43732,20,1,108.42,109,Clothing,Debit_Card,Centro
C0658,59,92650,41,8,167.38,90,Beauty,Cash,Oriente
C0659,48,72665,60,14,143.43,77,Electronics,Cash,Oriente
C0660,18,52982,96,22,139.88,39,Food,Cash,Norte
C0661,51,53508,35,5,130.57,81,Food,Debit_Card,Centro
C0662,22,33185,100,25,43.56,12,Clothing,Cash,Centro
C0663,48,55076,60,13,124.04,38,Beauty,Debit_Card,Norte
C0664,37,82936,76,19,159.05,54,Clothing,Debit_Card,Occidente
C0665,32,42012,94,23,30.41,17,Luxury,Credit_Card,Occidente
C0666,50,73471,45,6,143.47,112,Sports,PayPal,Oriente
C0667,27,47740,73,17,119.96,53,Electronics,Debit_Card,Centro
C0668,37,64474,56,14,126.04,54,Home_Garden,Cash,Sur
C0669,25,36558,97,20,113.79,76,Luxury,PayPal,Occidente
C0670,39,46190,91,21,153.53,30,Books,PayPal,Occidente
C0671,61,113173,34,13,222.53,56,Electronics,Bank_Transfer,Centro
C0672,37,75050,88,20,215.48,39,Books,Debit_Card,Norte
C0673,28,38762,87,19,56.44,65,Home_Garden,Debit_Card,Centro
C0674,38,29762,87,23,59.9,46,Home_Garden,Debit_Card,Centro
C0675,33,61706,93,25,137.45,24,Sports,Debit_Card,Oriente
C0676,37,63189,69,17,119.63,45,Electronics,Credit_Card,Oriente
C0677,37,31415,50,11,46.35,94,Books,Debit_Card,Occidente
C0678,43,61815,70,18,138.26,35,Beauty,Credit_Card,Norte
C0679,51,56273,51,14,86.15,51,Sports,PayPal,Oriente
C0680,44,50758,88,23,53.82,18,Luxury,Bank_Transfer,Oriente
C0681,37,45268,99,25,36.09,1,Luxury,Bank_Transfer,Centro
C0682,47,86090,52,13,129.5,83,Sports,PayPal,Occidente
C0683,28,50064,58,17,102.52,38,Clothing,Credit_Card,Sur
C0684,39,39001,70,18,99.29,48,Books,Debit_Card,Norte
C0685,31,41068,85,24,44.76,39,Clothing,Cash,Oriente
C0686,35,55771,99,25,162.07,38,Books,PayPal,Sur
C0687,41,67709,79,20,141.73,44,Sports,PayPal,Norte
C0688,48,25000,45,13,40.6,84,Home_Garden,PayPal,Norte
C0689,22,25000,81,22,-1.05,16,Beauty,Bank_Transfer,Occidente
C0690,64,69370,53,17,135.16,52,Books,Debit_Card,Sur
C0691,61,93083,24,4,204.83,108,Beauty,PayPal,Oriente
C0692,20,25000,100,24,35.37,5,Electronics,PayPal,Oriente
C0693,32,50651,92,25,110.15,8,Food,Cash,Sur
C0694,65,89545,29,4,202.25,101,Food,Credit_Card,Oriente
C0695,42,62323,79,20,75.17,60,Clothing,Bank_Transfer,Centro
C0696,60,82329,50,4,226.13,106,Beauty,PayPal,Oriente
C0697,43,66591,52,9,111.35,64,Home_Garden,Bank_Transfer,Oriente
C0698,21,33551,100,25,53.32,19,Books,Cash,Oriente
C0699,30,70508,84,25,149.33,32,Books,PayPal,Centro
C0700,45,67867,54,14,141.1,62,Beauty,Debit_Card,Sur
C0701,31,25000,71,20,96.83,27,Electronics,Bank_Transfer,Norte
C0702,54,66269,42,11,136.7,92,Sports,Credit_Card,Norte
C0703,44,62954,79,19,130.29,52,Electronics,Credit_Card,Centro
C0704,23,41959,86,22,97.87,16,Books,PayPal,Occidente
C0705,42,82350,71,12,165.87,78,Books,Bank_Transfer,Oriente
C0706,47,43900,36,4,76.45,108,Sports,Debit_Card,Occidente
C0707,22,53728,100,25,98.14,8,Clothing,PayPal,Oriente
C0708,41,45810,41,11,109.9,103,Beauty,Bank_Transfer,Norte
C0709,50,71059,50,14,123.92,67,Electronics,Cash,Centro
C0710,18,39890,100,25,95.98,10,Home_Garden,Bank_Transfer,Occidente
C0711,41,48731,63,15,87.27,45,Books,Credit_Card,Oriente
C0712,18,52473,100,24,160.05,26,Food,Bank_Transfer,Sur
C0713,18,25000,93,23,91.57,24,Clothing,Cash,Occidente
C0714,28,25000,91,21,60.85,58,Food,Credit_Card,Norte
C0715,18,48043,99,25,108.72,38,Home_Garden,PayPal,Occidente
C0716,22,51005,100,24,88.88,44,Books,Bank_Transfer,Centro
C0717,30,62117,73,19,106.25,52,Home_Garden,Credit_Card,Centro
C0718,42,54565,74,18,89.2,61,Beauty,Bank_Transfer,Norte
C0719,49,58484,50,13,105.56,70,Home_Garden,Bank_Transfer,Occidente
C0720,40,56646,79,21,52.3,18,Food,Bank_Transfer,Norte
C0721,34,58734,52,14,91.24,52,Electronics,Cash,Centro
C0722,46,92397,43,14,159.24,64,Sports,Debit_Card,Oriente
C0723,34,42000,70,16,113.45,73,Luxury,Cash,Sur
C0724,29,29504,69,19,85.72,40,Luxury,Cash,Sur
C0725,48,81831,50,10,107.52,74,Clothing,Credit_Card,Sur
C0726,52,78257,69,25,154.62,15,Home_Garden,PayPal,Centro
C0727,29,52603,89,22,94.05,56,Beauty,Cash,Sur
C0728,64,102268,25,6,167.11,82,Clothing,Cash,Occidente
C0729,46,25735,65,19,6.33,47,Sports,Cash,Occidente
C0730,19,25000,100,25,62.09,22,Food,Bank_Transfer,Sur
C0731,35,33701,71,14,47.52,53,Home_Garden,Cash,Centro
C0732,19,31042,100,24,40.12,29,Luxury,PayPal,Occidente
C0733,45,68642,56,14,157.13,71,Beauty,Credit_Card,Centro
C0734,41,31927,58,13,119.24,65,Beauty,Debit_Card,Oriente
C0735,45,54804,68,14,101.88,42,Books,Bank_Transfer,Occidente
C0736,64,82561,23,5,232.17,104,Beauty,Debit_Card,Oriente
C0737,32,25000,76,20,35.11,51,Beauty,Bank_Transfer,Occidente
C0738,23,36938,89,23,101.45,1,Sports,Credit_Card,Oriente
C0739,29,81726,70,17,177.67,31,Beauty,Cash,Occidente
C0740,42,68339,74,19,151.25,37,Beauty,Bank_Transfer,Sur
C0741,18,31271,100,20,49.05,20,Books,Cash,Centro
C0742,54,72105,37,9,130.19,99,Food,Cash,Occidente
C0743,28,45012,82,20,85.96,33,Sports,Debit_Card,Occidente
C0744,18,39365,100,24,54.34,39,Food,Bank_Transfer,Centro
C0745,63,98957,31,9,243.4,106,Luxury,Bank_Transfer,Norte
C0746,30,63756,68,16,136.33,35,Food,Credit_Card,Norte
C0747,25,52961,83,22,133.92,31,Books,Credit_Card,Centro
C0748,44,57038,51,15,150.11,83,Food,Debit_Card,Norte
C0749,44,51625,41,9,83.3,91,Luxury,Cash,Occidente
C0750,54,66790,49,12,134.57,88,Electronics,Bank_Transfer,Centro
C0751,18,45432,91,22,50.35,20,Food,PayPal,Centro
C0752,38,60722,69,21,93.7,13,Electronics,Bank_Transfer,Centro
C0753,18,25000,89,22,35.29,47,Clothing,Debit_Card,Norte
C0754,33,66759,99,21,128.84,44,Books,PayPal,Norte
C0755,52,56520,39,10,124.92,77,Sports,PayPal,Norte
C0756,34,95273,51,14,168.49,45,Food,PayPal,Norte
C0757,18,25000,77,19,95.27,46,Books,Credit_Card,Occidente
C0758,20,32645,100,22,71.56,27,Home_Garden,Cash,Norte
C0759,25,67068,100,25,140.62,48,Food,Credit_Card,Oriente
C0760,52,77263,55,22,125.69,64,Home_Garden,Bank_Transfer,Occidente
C0761,41,68849,90,25,116.53,17,Beauty,Cash,Centro
C0762,23,32262,91,23,93.8,23,Sports,Bank_Transfer,Oriente
C0763,48,80858,60,11,170.21,80,Clothing,Cash,Centro
C0764,43,61559,56,13,91.6,97,Clothing,Credit_Card,Sur
C0765,65,92192,33,5,152.78,119,Books,Bank_Transfer,Occidente
C0766,30,32569,99,25,33.2,7,Luxury,Debit_Card,Centro
C0767,35,36926,94,25,110.6,1,Sports,PayPal,Oriente
C0768,20,49482,93,17,97.32,47,Food,Debit_Card,Sur
C0769,27,51155,75,19,72.74,57,Sports,Debit_Card,Sur
C0770,25,25000,77,18,80.81,66,Clothing,PayPal,Occidente
C0771,24,48115,83,25,108.26,9,Food,Credit_Card,Centro
C0772,21,25000,94,25,54.9,2,Books,Cash,Sur
C0773,23,33963,92,25,23.77,30,Luxury,Debit_Card,Norte
C0774,22,48840,65,18,118.38,54,Home_Garden,Bank_Transfer,Oriente
C0775,18,28170,100,23,28.42,36,Electronics,Credit_Card,Norte
C0776,18,60713,100,25,114.87,16,Luxury,Debit_Card,Centro
C0777,45,49809,47,5,147.61,114,Beauty,Credit_Card,Norte
C0778,22,50026,100,25,74.88,40,Food,PayPal,Oriente
C0779,29,30693,73,15,60.88,43,Clothing,Bank_Transfer,Sur
C0780,30,52190,60,11,111.46,73,Clothing,Credit_Card,Centro
C0781,47,55597,59,8,99.25,90,Food,Bank_Transfer,Centro
C0782,34,63968,68,17,194.93,44,Luxury,Credit_Card,Centro
C0783,18,25000,100,21,13.04,21,Electronics,Bank_Transfer,Sur
C0784,65,80937,46,10,177.3,57,Books,Bank_Transfer,Centro
C0785,24,35633,71,15,72.43,44,Clothing,Bank_Transfer,Occidente
C0786,35,56129,67,18,80.2,17,Home_Garden,Cash,Norte
C0787,31,32774,65,17,120.93,57,Luxury,Debit_Card,Centro
C0788,19,25000,100,25,73.21,8,Clothing,Cash,Centro
C0789,18,58776,100,21,146.35,52,Food,Credit_Card,Norte
C0790,36,51033,59,14,143.4,69,Electronics,Bank_Transfer,Oriente
C0791,36,25617,77,18,100.37,43,Beauty,Bank_Transfer,Norte
C0792,52,59248,24,4,111.05,103,Food,Debit_Card,Centro
C0793,18,25000,100,24,31.45,18,Books,Bank_Transfer,Oriente
C0794,54,61168,27,3,89.75,102,Electronics,Bank_Transfer,Oriente
C0795,32,32940,66,15,53.16,34,Electronics,Credit_Card,Occidente
C0796,31,41826,82,20,115.6,52,Food,Bank_Transfer,Norte
C0797,37,66645,59,14,238.47,41,Food,Bank_Transfer,Centro
C0798,27,68380,93,19,112.08,28,Home_Garden,Credit_Card,Norte
C0799,26,40412,87,24,96.49,25,Books,Debit_Card,Norte
C0800,34,45971,62,10,66.18,56,Food,Credit_Card,Norte
C0801,23,34191,64,13,40.7,59,Luxury,PayPal,Centro
C0802,32,55057,75,21,128.27,36,Home_Garden,Cash,Centro
C0803,26,35753,100,25,102.89,40,Clothing,Credit_Card,Sur
C0804,47,71561,92,20,109.16,20,Home_Garden,Debit_Card,Norte
C0805,18,25000,84,21,30.13,40,Food,Cash,Oriente
C0806,38,26500,86,19,73.2,32,Luxury,PayPal,Sur
