ID Visita,País,Dispositivo,Tiempo en la Página (segundos),Páginas Vistas,¿Realizó Compra?
813,España,PC,36,2,No
814,España,Móvil,68,1,No
815,Colombia,Móvil,130,4,No
816,Perú,Móvil,76,3,No
817,Argentina,PC,666,6,No
818,Venezuela,Móvil,298,4,No
819,Perú,Móvil,100,1,No
820,Colombia,PC,78,2,Sí
821,España,PC,116,2,No
822,México,Móvil,72,2,No
823,Argentina,PC,361,5,No
824,Colombia,Móvil,533,6,Sí
825,México,Móvil,316,4,No
826,Brasil,Móvil,138,4,Sí
827,Colombia,Tablet,489,6,No
828,México,Tablet,169,4,No
829,Colombia,Móvil,192,3,No
830,México,Móvil,571,7,Sí
831,Estados Unidos,Móvil,220,3,Sí
832,España,Tablet,822,9,Sí
833,Colombia,PC,153,2,No
834,España,Móvil,202,3,No
835,Colombia,Móvil,303,4,No
836,Venezuela,Móvil,15,2,No
837,Brasil,Móvil,87,3,No
838,México,Móvil,231,4,No
839,Uruguay,Móvil,43,2,No
840,México,Móvil,19,2,No
841,Chile,Móvil,243,3,No
842,Colombia,PC,745,8,Sí
843,Estados Unidos,PC,331,5,Sí
844,México,PC,47,3,No
845,Estados Unidos,Móvil,152,3,No
846,España,Móvil,401,6,No
847,Colombia,Móvil,85,2,Sí
848,Uruguay,Móvil,318,4,No
849,México,PC,189,2,Sí
850,México,Móvil,15,1,Sí
851,México,PC,288,3,No
852,Chile,Móvil,192,3,No
853,Colombia,PC,133,4,No
854,España,PC,22,1,No
855,Perú,PC,1304,13,No
856,México,Móvil,32,1,Sí
857,México,Móvil,302,5,Sí
858,México,Móvil,370,4,No
859,Argentina,PC,45,3,No
860,Argentina,Móvil,192,4,No
861,México,Móvil,202,4,No
862,España,PC,78,3,No
863,Chile,Móvil,288,3,No
864,Argentina,Móvil,707,7,No
865,España,Móvil,275,3,No
866,Argentina,Móvil,482,7,No
867,España,Móvil,195,2,No
868,México,PC,15,3,No
869,Colombia,PC,155,4,No
870,España,Móvil,143,2,No
871,Colombia,Móvil,619,8,No
872,México,PC,135,3,No
873,Estados Unidos,PC,201,3,No
874,México,PC,326,5,No
875,Argentina,Móvil,847,9,Sí
876,México,PC,1314,12,No
877,Colombia,Tablet,15,3,No
878,Estados Unidos,Móvil,136,3,No
879,Ecuador,Móvil,687,7,Sí
880,Colombia,Móvil,168,4,No
881,México,Móvil,662,6,No
882,Argentina,Móvil,246,4,No
883,Venezuela,PC,298,5,No
884,Colombia,Móvil,254,3,No
885,Perú,Móvil,416,6,No
886,México,Móvil,293,4,No
887,Venezuela,Móvil,173,4,No
888,México,PC,557,6,No
889,España,PC,164,2,No
890,España,Móvil,431,6,Sí
891,Colombia,Tablet,87,2,No
892,Perú,PC,163,2,No
893,Colombia,Móvil,286,5,No
894,México,Móvil,287,5,No
895,Estados Unidos,PC,15,3,No
896,Alemania,Móvil,382,5,No
897,México,Móvil,967,11,Sí
898,Reino Unido,PC,278,4,No
899,Estados Unidos,Móvil,534,7,No
900,Colombia,PC,41,2,No
901,Colombia,Móvil,702,6,Sí
902,Estados Unidos,PC,281,5,Sí
903,México,PC,76,3,No
904,Colombia,Móvil,223,4,No
905,Chile,Móvil,356,3,No
906,Brasil,Móvil,444,5,No
907,Colombia,Móvil,575,5,No
908,Estados Unidos,Móvil,77,1,Sí
909,Brasil,Móvil,43,2,No
910,Colombia,Móvil,599,7,No
911,España,Móvil,269,3,No
912,Venezuela,Móvil,433,4,No
913,Colombia,Móvil,116,3,No
914,Colombia,Móvil,72,2,No
915,México,Móvil,149,3,No
916,Colombia,Móvil,288,5,No
917,Colombia,PC,173,2,No
918,Argentina,Móvil,885,8,No
919,Colombia,Móvil,201,3,No
920,Chile,Móvil,282,5,No
921,Perú,Móvil,1207,12,Sí
922,México,Móvil,50,1,Sí
923,Uruguay,Móvil,348,3,Sí
924,México,Móvil,323,5,No
925,Chile,Móvil,15,1,No
926,México,Móvil,392,4,No
927,Chile,PC,341,4,No
928,México,PC,416,6,No
929,España,Móvil,206,4,No
930,México,Móvil,491,5,No
931,España,Móvil,38,3,No
932,Perú,PC,287,5,No
933,Perú,PC,616,6,Sí
934,México,Móvil,532,6,No
935,Colombia,Móvil,88,1,Sí
936,Colombia,Tablet,15,1,No
937,Colombia,Móvil,1014,11,No
938,Venezuela,PC,544,7,No
939,Estados Unidos,Móvil,323,4,No
940,Colombia,Móvil,280,5,No
941,España,Móvil,220,4,No
942,Argentina,Móvil,125,3,No
943,Argentina,PC,242,3,No
944,Chile,Móvil,311,3,No
945,México,PC,255,3,No
946,Chile,Tablet,914,8,Sí
947,Colombia,Móvil,379,4,Sí
948,España,Móvil,151,4,No
949,Colombia,PC,69,1,No
950,Estados Unidos,Tablet,382,4,No
951,México,PC,144,3,No
952,México,PC,570,6,No
953,Colombia,Móvil,248,4,No
954,Colombia,Móvil,307,4,No
955,Colombia,PC,316,5,No
956,Estados Unidos,Móvil,264,4,Sí
957,Colombia,Móvil,118,2,Sí
958,Argentina,PC,906,10,No
959,Colombia,Tablet,819,9,No
960,México,PC,73,2,Sí
961,España,Móvil,382,6,No
962,México,Móvil,509,5,No
963,México,Móvil,391,6,Sí
964,México,Móvil,1614,15,Sí
965,Argentina,PC,62,3,No
966,Colombia,Tablet,296,4,No
967,México,PC,222,2,No
968,Argentina,Móvil,296,5,Sí
969,Colombia,Móvil,445,5,No
970,Estados Unidos,Móvil,305,4,Sí
971,Chile,Móvil,63,2,No
972,Colombia,Móvil,149,2,No
973,Argentina,Móvil,532,7,No
974,España,PC,937,8,No
975,España,Móvil,184,3,No
976,Estados Unidos,Móvil,233,4,No
977,México,Móvil,80,1,No
978,Ecuador,Móvil,60,1,No
979,México,PC,332,5,Sí
980,Colombia,Móvil,310,5,No
981,Colombia,PC,153,2,No
982,Argentina,Tablet,460,5,No
983,Colombia,PC,222,2,Sí
984,Argentina,Móvil,640,7,No
985,Perú,Tablet,502,5,No
986,Perú,Móvil,300,4,Sí
987,Colombia,Tablet,475,5,No
988,México,PC,639,6,No
989,Ecuador,Tablet,425,4,No
990,Colombia,PC,15,1,No
991,Argentina,Móvil,603,6,No
992,Ecuador,Móvil,55,2,No
993,Argentina,PC,291,5,Sí
994,Colombia,Móvil,49,1,No
995,Alemania,Móvil,187,4,Sí
996,México,Móvil,368,4,No
997,México,Móvil,1070,9,No
998,Colombia,Móvil,341,4,Sí
999,España,Móvil,301,5,No
1000,Uruguay,Móvil,207,3,No
1001,Colombia,Móvil,277,5,No
1002,España,Tablet,77,3,No
1003,Venezuela,Móvil,48,3,No
1004,Colombia,Móvil,152,2,No
1005,México,Móvil,21,3,Sí
1006,Colombia,PC,177,4,No
1007,México,Móvil,453,6,No
1008,Argentina,Móvil,146,4,No
1009,Colombia,Móvil,450,6,No
1010,España,Móvil,169,2,No
1011,Colombia,Móvil,55,2,No
1012,Chile,Móvil,327,4,No
1013,Colombia,Móvil,56,2,No
1014,Ecuador,Móvil,247,5,No
1015,México,Tablet,742,9,No
1016,Colombia,Móvil,224,4,No
1017,México,Móvil,98,3,No
1018,México,Móvil,19,3,No
1019,España,Móvil,94,1,Sí
1020,Perú,Móvil,213,4,No
1021,España,Móvil,306,3,No
1022,Perú,Móvil,337,5,No
1023,México,Móvil,1275,12,Sí
1024,México,Móvil,326,5,No
1025,Colombia,Móvil,164,4,No
1026,Colombia,PC,220,4,No
1027,Colombia,Móvil,338,4,Sí
1028,España,Móvil,66,3,No
1029,Colombia,PC,164,2,No
1030,Colombia,Móvil,410,4,Sí
1031,España,PC,103,3,No
1032,México,Móvil,215,2,No
1033,México,Móvil,895,8,No
1034,México,PC,365,5,No
1035,Argentina,Tablet,404,5,No
1036,Argentina,Tablet,201,4,No
1037,Colombia,PC,214,2,No
1038,Colombia,Móvil,340,3,No
1039,España,PC,339,5,No
1040,México,Móvil,580,7,No
1041,Colombia,PC,194,2,No
1042,Estados Unidos,PC,102,1,No
1043,España,PC,98,3,No
1044,México,PC,117,1,No
1045,Chile,PC,613,6,No
1046,Perú,Móvil,1207,12,Sí
1047,Colombia,Móvil,169,2,No
1048,Chile,Móvil,397,5,No
1049,Estados Unidos,Móvil,160,4,No
1050,España,Móvil,24,2,No
1051,Venezuela,Móvil,143,3,No
1052,México,PC,640,6,No
1053,Brasil,PC,15,1,No
1054,Colombia,PC,568,7,Sí
1055,Perú,PC,15,1,Sí
1056,Chile,Móvil,1167,12,Sí
1057,Perú,Móvil,65,2,No
1058,España,Móvil,56,1,No
1059,España,PC,520,7,No
1060,Estados Unidos,Móvil,649,6,No
1061,Argentina,PC,318,3,No
1062,España,PC,280,3,No
1063,España,PC,362,5,No
1064,Estados Unidos,Móvil,119,3,No
1065,México,Móvil,206,3,No
1066,Venezuela,PC,219,4,No
1067,Brasil,Móvil,142,3,No
1068,Colombia,PC,245,3,No
1069,España,PC,250,3,No
1070,México,PC,33,3,No
1071,Colombia,Móvil,961,10,Sí
1072,Colombia,Móvil,225,2,Sí
1073,Estados Unidos,PC,423,5,No
1074,México,Móvil,425,4,No
1075,Colombia,PC,190,2,No
1076,México,PC,469,4,No
1077,Argentina,Móvil,15,3,Sí
1078,Colombia,Móvil,54,3,No
1079,España,PC,64,2,No
1080,Colombia,PC,15,1,No
1081,Colombia,PC,26,3,No
1082,Estados Unidos,Móvil,146,4,No
1083,Brasil,Móvil,267,3,No
1084,Colombia,Móvil,101,1,No
1085,Chile,Móvil,124,2,No
1086,España,Móvil,430,4,No
1087,Estados Unidos,Móvil,914,9,No
1088,Argentina,Móvil,126,4,No
1089,Colombia,PC,172,3,No
1090,España,PC,56,2,No
1091,Reino Unido,Móvil,212,4,Sí
1092,México,Móvil,396,6,No
1093,Argentina,Móvil,165,3,No
1094,Argentina,Móvil,52,3,Sí
1095,Colombia,Móvil,251,4,No
1096,Colombia,Móvil,41,1,No
1097,Chile,Móvil,734,9,Sí
1098,Colombia,Móvil,272,4,No
1099,Colombia,PC,258,4,Sí
1100,Colombia,PC,473,4,Sí
1101,Argentina,Móvil,881,9,No
1102,España,PC,418,6,No
1103,Ecuador,Móvil,597,7,No
1104,Chile,Móvil,24,1,No
1105,Reino Unido,PC,604,6,No
1106,Venezuela,Móvil,342,3,No
1107,Colombia,Móvil,245,3,No
1108,Perú,PC,75,2,No
1109,México,Móvil,189,4,No
1110,Perú,Móvil,346,4,No
1111,España,Móvil,379,4,No
1112,México,PC,404,5,No
1113,México,Móvil,281,3,No
1114,Colombia,Móvil,491,5,No
1115,Perú,PC,97,3,No
1116,España,Móvil,298,5,No
1117,Colombia,PC,100,2,No
1118,Colombia,Móvil,239,2,No
1119,México,Móvil,754,7,No
1120,Argentina,PC,111,1,Sí
1121,España,Tablet,206,3,No
1122,Colombia,Móvil,91,3,No
1123,Brasil,Tablet,307,4,Sí
1124,México,Móvil,248,5,Sí
1125,Colombia,Móvil,381,4,Sí
1126,Colombia,Móvil,174,2,No
1127,Estados Unidos,PC,265,5,Sí
1128,Colombia,PC,444,5,No
1129,España,Móvil,524,5,No
1130,México,Móvil,454,4,No
1131,Ecuador,Móvil,45,2,Sí
1132,Argentina,Móvil,133,3,No
1133,México,Móvil,215,4,No
1134,Perú,PC,51,3,No
1135,México,Móvil,68,1,No
1136,Ecuador,Móvil,307,3,No
1137,México,Móvil,167,4,No
1138,Ecuador,Móvil,188,4,Sí
1139,México,PC,45,3,No
1140,México,PC,64,2,No
1141,Estados Unidos,Móvil,191,2,Sí
1142,Colombia,Móvil,331,4,No
1143,México,Móvil,186,2,No
1144,Colombia,PC,99,2,Sí
1145,Argentina,Móvil,77,3,No
1146,Perú,PC,15,1,No
1147,España,Móvil,282,4,No
1148,Colombia,Móvil,712,8,No
1149,España,PC,720,9,Sí
1150,Uruguay,PC,51,3,No
1151,Chile,Móvil,514,5,No
1152,Estados Unidos,Móvil,58,3,No
1153,Estados Unidos,PC,1544,14,No
1154,Colombia,PC,291,3,No
1155,Colombia,Móvil,94,2,No
1156,España,Móvil,371,5,No
1157,Francia,Móvil,246,3,No
1158,Argentina,PC,441,6,No
1159,México,Móvil,227,4,No
1160,Chile,Móvil,76,2,No
1161,Argentina,Móvil,214,4,No
1162,Francia,Móvil,1152,10,Sí
1163,Francia,Tablet,61,1,No
1164,México,Móvil,627,8,No
1165,Argentina,Móvil,152,3,No
1166,Colombia,Móvil,231,2,No
1167,España,Móvil,579,7,Sí
1168,Estados Unidos,Tablet,491,7,No
1169,Colombia,PC,652,8,No
1170,España,PC,222,2,Sí
1171,México,Móvil,589,6,No
1172,Venezuela,Móvil,54,3,No
1173,Colombia,PC,214,3,Sí
1174,España,Móvil,987,9,Sí
1175,Ecuador,Tablet,799,8,No
1176,Uruguay,Tablet,189,4,Sí
1177,España,Móvil,350,5,No
1178,México,Móvil,63,3,No
1179,México,Móvil,294,3,No
1180,México,Móvil,314,5,No
1181,España,Móvil,189,3,No
1182,Colombia,PC,247,5,No
1183,México,PC,15,2,No
1184,España,Tablet,198,3,No
1185,México,PC,222,3,No
1186,Estados Unidos,Móvil,325,5,Sí
1187,México,PC,325,5,Sí
1188,Estados Unidos,Móvil,89,3,No
1189,Perú,Móvil,234,2,Sí
1190,Brasil,PC,330,3,No
1191,Argentina,PC,475,5,No
1192,Estados Unidos,PC,436,4,No
1193,España,PC,240,4,No
1194,Argentina,Móvil,38,3,No
1195,México,PC,169,4,No
1196,México,Móvil,1313,12,No
1197,Argentina,Móvil,501,7,Sí
1198,México,Móvil,78,2,Sí
1199,México,PC,518,6,Sí
1200,Colombia,Móvil,39,3,No
1201,México,Tablet,204,4,No
1202,Reino Unido,Móvil,346,4,Sí
1203,Perú,Móvil,84,2,Sí
1204,México,Móvil,26,1,No
1205,Perú,Móvil,105,1,Sí
1206,Argentina,Móvil,157,4,No
1207,México,PC,328,3,No
1208,México,Móvil,363,5,No
1209,España,Tablet,24,1,No
1210,Estados Unidos,Móvil,184,2,No
1211,Perú,Móvil,30,1,No
1212,Francia,Móvil,138,2,No
1213,España,Móvil,669,6,No
1214,Brasil,Móvil,495,6,No
1215,Chile,PC,48,1,No
1216,Colombia,PC,218,3,No
1217,Estados Unidos,PC,512,6,No
1218,España,Móvil,319,4,No
1219,México,Tablet,729,8,Sí
1220,México,Móvil,239,4,No
1221,España,Móvil,357,5,No
1222,Colombia,Móvil,24,1,No
1223,Argentina,PC,21,3,No
1224,Colombia,PC,157,2,No
1225,Venezuela,PC,80,1,Sí
1226,Colombia,Móvil,92,3,No
1227,Alemania,Móvil,116,2,No
1228,Venezuela,Móvil,245,4,No
1229,Colombia,Móvil,45,2,No
1230,México,Móvil,233,2,No
1231,España,Móvil,15,2,No
1232,Argentina,Tablet,312,4,No
1233,México,Móvil,58,2,No
1234,Colombia,Tablet,36,2,No
1235,Brasil,Móvil,170,2,No
1236,Ecuador,Tablet,434,4,No
1237,España,PC,148,2,No
1238,Chile,PC,147,3,Sí
1239,Colombia,Tablet,135,3,No
1240,Colombia,Tablet,388,5,No
1241,Colombia,PC,134,2,No
1242,España,Móvil,465,5,No
1243,España,PC,15,2,Sí
1244,México,Móvil,61,3,Sí
1245,Perú,Móvil,109,2,No
1246,Argentina,Móvil,23,3,No
1247,Chile,Móvil,15,1,No
1248,Colombia,Tablet,381,5,No
1249,Perú,Móvil,115,3,No
1250,España,Móvil,466,4,No
1251,México,Móvil,125,2,No
1252,Argentina,Tablet,111,1,No
1253,Venezuela,Móvil,48,1,No
1254,Estados Unidos,Móvil,85,2,No
1255,Venezuela,Tablet,581,6,No
1256,Colombia,Móvil,936,9,Sí
1257,España,Móvil,447,4,No
1258,México,PC,20,1,No
1259,España,Móvil,360,6,No
1260,Colombia,Móvil,176,2,No
1261,Estados Unidos,Móvil,216,3,Sí
1262,México,PC,288,4,No
1263,Estados Unidos,PC,15,1,No
1264,Estados Unidos,Móvil,265,4,No
1265,Colombia,Móvil,39,3,No
1266,Perú,Móvil,151,3,No
1267,España,PC,23,2,No
1268,México,Tablet,15,3,Sí
1269,Colombia,Móvil,449,6,No
1270,Perú,Móvil,34,3,No
1271,Venezuela,Móvil,177,2,No
1272,México,PC,247,4,No
1273,España,Móvil,126,4,No
1274,México,PC,991,9,No
1275,México,Tablet,116,2,No
1276,Colombia,PC,111,3,No
1277,Colombia,Móvil,271,3,Sí
1278,México,PC,238,4,No
1279,Reino Unido,Móvil,79,3,Sí
1280,Brasil,Móvil,257,5,No
1281,México,Móvil,128,4,No
1282,España,PC,30,3,Sí
1283,México,Tablet,160,4,No
1284,Colombia,Móvil,450,4,No
1285,Colombia,Móvil,587,5,No
1286,Reino Unido,PC,125,2,Sí
1287,México,Móvil,845,9,Sí
1288,Ecuador,Móvil,157,4,No
1289,Colombia,Móvil,400,6,Sí
1290,México,PC,185,2,Sí
1291,Colombia,Tablet,188,4,Sí
1292,Colombia,PC,452,4,No
1293,Argentina,Tablet,609,7,No
1294,Colombia,Móvil,569,5,No
1295,Colombia,Móvil,824,9,No
1296,Colombia,Móvil,24,3,No
1297,Perú,Móvil,68,1,No
1298,México,Móvil,505,5,No
1299,Estados Unidos,Móvil,167,3,No
1300,España,Móvil,197,3,No
1301,México,Móvil,893,9,No
1302,Argentina,Móvil,498,7,Sí
1303,México,PC,571,7,No
1304,México,PC,49,2,No
1305,Colombia,PC,286,3,No
1306,Ecuador,Móvil,44,1,No
1307,Colombia,Tablet,1046,11,No
1308,Argentina,PC,770,8,No
1309,Estados Unidos,Móvil,247,4,Sí
1310,España,Móvil,15,3,No
1311,Argentina,PC,708,8,Sí
1312,España,Móvil,109,1,No
1313,España,Móvil,517,5,No
1314,Colombia,Móvil,434,4,No
1315,Ecuador,Móvil,187,3,No
1316,Colombia,Móvil,1423,12,Sí
1317,España,Móvil,15,3,No
1318,Colombia,Móvil,585,6,Sí
1319,Perú,Móvil,949,10,No
1320,México,Móvil,135,2,No
1321,España,PC,26,1,No
1322,Venezuela,PC,923,8,No
1323,Argentina,Móvil,15,2,No
1324,México,Móvil,42,1,Sí
1325,Reino Unido,Móvil,291,3,No
1326,Colombia,Móvil,232,2,No
1327,Colombia,Móvil,126,4,No
1328,Chile,Tablet,387,4,No
1329,Argentina,PC,576,5,No
1330,Colombia,PC,86,3,Sí
1331,México,Móvil,491,6,No
1332,España,PC,613,8,No
1333,México,Móvil,118,2,No
1334,Colombia,Móvil,44,3,No
1335,España,Móvil,81,1,Sí
1336,España,Móvil,246,5,No
1337,España,Móvil,165,4,No
1338,Argentina,Móvil,259,5,No
1339,México,Móvil,1504,14,No
1340,Estados Unidos,Tablet,64,1,No
1341,Brasil,Móvil,1606,15,No
1342,Chile,Móvil,244,5,No
1343,España,Móvil,323,4,Sí
1344,España,Móvil,416,4,No
1345,Estados Unidos,Tablet,445,4,No
1346,España,Móvil,117,2,No
1347,Brasil,Móvil,415,4,Sí
1348,España,PC,179,3,Sí
1349,Ecuador,PC,662,7,No
1350,Colombia,PC,178,2,No
1351,Colombia,Móvil,163,4,No
1352,Colombia,Móvil,27,3,No
1353,España,PC,480,6,No
1354,Colombia,PC,150,2,No
1355,Colombia,Tablet,66,1,No
1356,Chile,Móvil,123,2,No
1357,España,Móvil,71,3,No
1358,Chile,Móvil,66,2,No
1359,Colombia,PC,432,6,No
1360,Colombia,PC,264,4,No
1361,España,PC,106,1,No
1362,Colombia,Móvil,17,1,No
1363,Colombia,Tablet,31,1,No
1364,México,PC,187,4,No
1365,España,PC,87,1,Sí
1366,México,Móvil,283,3,No
1367,México,Móvil,522,6,No
1368,España,Móvil,482,6,Sí
1369,México,Móvil,364,4,No
1370,España,Tablet,886,10,No
1371,México,PC,146,4,No
1372,Uruguay,Tablet,391,5,No
1373,Colombia,PC,855,10,Sí
1374,Perú,PC,212,3,No
1375,Estados Unidos,Tablet,15,3,No
1376,Estados Unidos,Móvil,345,3,No
1377,México,Móvil,68,2,No
1378,México,Tablet,405,5,Sí
1379,Brasil,Móvil,119,1,No
1380,México,Móvil,406,4,No
1381,Colombia,Móvil,41,1,No
1382,México,Móvil,205,2,No
1383,España,Móvil,45,2,No
1384,Chile,Móvil,278,3,No
1385,Argentina,Móvil,184,2,No
1386,Argentina,PC,38,1,No
1387,México,Móvil,15,1,No
1388,España,Móvil,95,2,No
1389,Perú,PC,189,4,No
1390,México,Móvil,963,9,No
1391,México,Tablet,315,4,No
1392,Colombia,Tablet,123,4,No
1393,Brasil,Móvil,687,8,Sí
1394,España,Móvil,183,3,No
1395,Brasil,Móvil,1548,15,No
1396,Perú,PC,36,3,No
1397,Colombia,Móvil,39,2,No
1398,Chile,Móvil,194,4,No
1399,Colombia,Móvil,476,6,No
1400,España,Tablet,23,2,Sí
1401,Argentina,Móvil,599,7,No
1402,España,Móvil,145,3,No
1403,México,PC,15,1,No
1404,España,Móvil,429,6,No
1405,España,PC,447,6,No
1406,Estados Unidos,Móvil,205,2,No
1407,Ecuador,PC,262,5,Sí
1408,Argentina,PC,765,8,No
1409,Perú,PC,379,4,No
1410,Estados Unidos,PC,228,2,No
1411,Colombia,Móvil,280,5,No
1412,Estados Unidos,Móvil,563,6,No
1413,España,Móvil,309,5,No
1414,México,Móvil,65,1,No
1415,Chile,Tablet,174,3,No
1416,Colombia,Móvil,332,5,No
1417,Argentina,Móvil,32,3,No
1418,México,Móvil,97,2,Sí
1419,México,Móvil,236,2,No
1420,España,Móvil,294,3,No
1421,México,Móvil,75,1,Sí
1422,España,Móvil,514,6,Sí
1423,México,Móvil,133,4,Sí
1424,México,PC,197,2,Sí
1425,Argentina,Móvil,481,5,Sí
1426,Argentina,PC,371,4,No
1427,Colombia,PC,341,5,No
1428,España,Móvil,105,2,Sí
1429,Uruguay,Móvil,25,1,No
1430,Estados Unidos,Tablet,446,4,No
1431,México,Móvil,366,4,No
1432,México,Móvil,195,3,No
1433,Estados Unidos,Móvil,17,1,No
1434,Colombia,Móvil,353,3,No
1435,Argentina,Móvil,148,3,No
1436,España,PC,163,4,No
1437,México,Móvil,22,2,No
1438,Colombia,Móvil,283,3,No
1439,Colombia,Móvil,224,4,No
1440,Brasil,Móvil,501,7,No
1441,Colombia,Móvil,164,3,No
1442,México,Tablet,487,7,No
1443,España,Móvil,24,1,No
1444,España,Móvil,46,3,No
1445,Chile,Móvil,183,3,Sí
1446,Colombia,Móvil,273,5,Sí
1447,Estados Unidos,PC,156,2,No
1448,Venezuela,Tablet,457,4,No
1449,Colombia,PC,15,3,Sí
1450,Argentina,Móvil,484,6,No
1451,Argentina,Móvil,222,4,No
1452,México,PC,524,7,No
1453,España,Tablet,296,5,No
1454,España,Móvil,152,2,No
1455,Colombia,Móvil,290,3,No
1456,Colombia,Tablet,163,4,No
1457,México,Móvil,106,3,No
1458,Colombia,PC,265,4,Sí
1459,España,Móvil,83,1,No
1460,Colombia,Móvil,431,5,No
1461,México,Móvil,56,2,No
1462,México,Móvil,83,1,No
1463,Estados Unidos,PC,222,2,No
1464,España,Móvil,342,5,No
1465,Colombia,PC,208,2,Sí
1466,España,PC,119,3,Sí
1467,Colombia,Móvil,34,3,No
1468,Estados Unidos,Móvil,247,5,Sí
1469,Reino Unido,Móvil,152,4,Sí
1470,México,Móvil,45,2,No
1471,España,Móvil,155,2,No
1472,Venezuela,PC,15,2,No
1473,Colombia,Móvil,238,3,No
1474,Argentina,Móvil,1034,9,No
1475,España,Móvil,25,3,Sí
1476,Perú,Móvil,340,5,No
1477,México,Móvil,234,4,No
1478,Colombia,Móvil,291,4,No
1479,Argentina,PC,1096,12,Sí
1480,Estados Unidos,Móvil,652,8,No
1481,Colombia,Móvil,129,4,No
1482,Venezuela,PC,59,1,No
1483,Colombia,PC,191,3,Sí
1484,México,Móvil,1123,10,No
1485,Colombia,PC,374,4,No
1486,México,Móvil,180,3,No
1487,Colombia,PC,41,2,No
1488,España,PC,327,5,No
1489,España,Móvil,370,6,Sí
1490,Argentina,Móvil,373,5,No
1491,España,Móvil,85,1,No
1492,Venezuela,Móvil,409,6,No
1493,Reino Unido,Móvil,414,6,No
1494,Estados Unidos,PC,470,5,No
1495,Ecuador,Móvil,24,2,No
1496,Estados Unidos,PC,48,1,No
1497,España,Móvil,151,3,No
1498,Brasil,Móvil,257,3,No
1499,Colombia,Móvil,65,2,No
1500,Ecuador,Móvil,74,2,No
1501,Perú,Móvil,65,1,No
1502,Colombia,Móvil,208,4,No
1503,Colombia,Móvil,190,3,No
1504,Francia,PC,15,3,No
1505,Estados Unidos,Tablet,133,2,No
1506,Venezuela,PC,138,3,No
1507,Colombia,PC,15,1,No
1508,Colombia,Móvil,33,2,No
1509,España,Móvil,607,6,No
1510,Chile,Móvil,121,4,No
1511,Chile,Móvil,117,1,No
1512,México,Móvil,186,2,No
1513,Estados Unidos,PC,289,4,No
1514,España,PC,427,4,No
1515,Colombia,PC,78,2,No
1516,México,Móvil,754,7,No
1517,Alemania,PC,158,4,No
1518,Brasil,Móvil,41,3,No
1519,Colombia,Móvil,102,1,No
1520,España,Tablet,873,10,No
1521,España,Móvil,232,3,No
1522,México,Móvil,512,5,No
1523,Colombia,Móvil,54,3,No
1524,México,Móvil,83,3,Sí
1525,Colombia,PC,989,11,No
1526,Colombia,Móvil,89,3,No
1527,México,PC,410,6,No
1528,Argentina,Tablet,295,5,Sí
1529,España,PC,164,2,No
1530,Estados Unidos,PC,864,8,No
1531,España,PC,33,2,No
1532,Colombia,PC,95,3,Sí
1533,España,Móvil,21,3,No
1534,Argentina,Móvil,97,2,No
1535,Colombia,PC,531,7,No
1536,Venezuela,Móvil,279,4,No
1537,Colombia,Tablet,499,5,No
1538,Argentina,Móvil,171,4,No
1539,Colombia,Móvil,190,2,No
1540,España,PC,135,4,Sí
1541,Reino Unido,Móvil,245,4,Sí
1542,Ecuador,Tablet,363,6,No
1543,Chile,PC,15,1,No
1544,México,Móvil,158,2,Sí
1545,México,Móvil,154,3,No
1546,Colombia,PC,402,6,Sí
1547,México,Móvil,499,5,No
1548,Colombia,Móvil,15,1,No
1549,Colombia,PC,420,6,Sí
1550,Argentina,Móvil,202,4,No
1551,Colombia,Móvil,475,4,No
1552,Alemania,Tablet,573,7,No
1553,España,PC,38,2,No
1554,Chile,PC,44,3,No
1555,Colombia,PC,28,3,No
1556,México,Móvil,30,3,No
1557,México,PC,167,2,No
1558,México,Móvil,130,2,Sí
1559,España,PC,524,5,No
1560,Perú,Móvil,110,2,No
1561,España,PC,715,7,Sí
1562,Argentina,PC,152,4,No
1563,Colombia,Móvil,144,4,No
1564,Colombia,Tablet,162,3,Sí
1565,México,PC,214,4,No
1566,Colombia,Móvil,392,5,Sí
1567,Colombia,Móvil,81,2,No
1568,Ecuador,Móvil,151,3,No
1569,Colombia,PC,206,4,No
1570,Estados Unidos,Tablet,224,2,No
1571,México,Móvil,82,2,No
1572,Venezuela,PC,335,4,No
1573,Venezuela,PC,973,11,No
1574,México,PC,204,2,No
1575,México,Móvil,57,3,No
1576,México,Móvil,367,6,No
1577,México,Móvil,163,2,No
1578,Venezuela,Móvil,216,3,No
1579,España,PC,376,6,No
1580,España,Móvil,69,2,No
1581,Venezuela,Móvil,98,2,No
1582,México,Móvil,68,1,No
1583,Ecuador,Móvil,1049,10,No
1584,Colombia,PC,220,2,No
1585,Venezuela,Móvil,1619,15,No
1586,España,PC,112,1,No
1587,México,PC,124,3,No
1588,Colombia,PC,102,2,No
1589,España,Móvil,37,3,No
1590,Colombia,Móvil,356,4,No
1591,México,Móvil,90,2,Sí
1592,España,Tablet,459,5,No
1593,Colombia,PC,61,3,No
1594,Colombia,PC,295,4,No
1595,Colombia,Móvil,252,4,No
1596,Ecuador,Móvil,332,5,No
1597,Brasil,Móvil,168,3,No
1598,Chile,Móvil,396,5,No
1599,Ecuador,Tablet,76,3,No
1600,España,Móvil,15,3,No
1601,España,Móvil,318,3,No
1602,México,PC,388,6,No
